created,text,retwc,hashtag,followers,friends,subjectivity,polarity
2021-09-24 17:53:07,b'just scheduled myself for my third dose!!! #ARMYvaccinatedtoo @BTS_twt https://t.co/MPU3y2GEAx',0,ARMYvaccinatedtoo,947,639,0.0,0.0
2021-09-24 17:24:36,b'#ARMYvaccinatedtoo \nI got the SECOND vaccination 2 months ego .. u should go and vaccination too guys .. its for ur\xe2\x80\xa6 https://t.co/Ut3KT2UUxU',0,ARMYvaccinatedtoo,141,797,0.0,0.0
2021-09-24 17:19:02,"b'RT @sugako0ki: PLEASE follow their example and get yourself and your family vaccinated as soon as it is eligible, mask up for those who can\xe2\x80\xa6'",7,None,50,967,0.0,0.0
2021-09-24 17:15:49,b'#ARMYvaccinatedtoo yes! So we can see them and us! \xf0\x9f\x92\x9c https://t.co/awMZ3D9GmS',0,ARMYvaccinatedtoo,129,207,0.0,0.0
2021-09-24 17:14:00,b'i\xe2\x80\x99m finally fully vaccinated!! celebrating this with my favorite sushi and some in the soop \xe2\x99\xa1 #ARMYvaccinatedtoo https://t.co/S5aFDJD8up',0,ARMYvaccinatedtoo,5721,1841,1.0,0.25
2021-09-24 17:08:08,"b""RT @7SparQ: Oh.. and by the way! I'm proud to say I'm an #ARMYvaccinatedtoo fully vaxxed since April of '21! \n(Here are the lines at the @D\xe2\x80\xa6""",1,ARMYvaccinatedtoo,888,832,1.0,1.0
2021-09-24 17:07:07,"b""Oh.. and by the way! I'm proud to say I'm an #ARMYvaccinatedtoo fully vaxxed since April of '21! \n(Here are the lin\xe2\x80\xa6 https://t.co/cNb9OKZUCP""",1,ARMYvaccinatedtoo,305,877,1.0,1.0
2021-09-24 16:56:43,"b""RT @armymedunion: Jin : We are all vaccinated &amp; we sympathize w people who fear vaccines bc it's something that didn't exist before. But I\xe2\x80\xa6""",119,None,466,66,0.0,0.0
2021-09-24 16:49:27,"b""@GoAwayWithJae @BTS_twt And they did sooo well today I get my vaccine after they speech\nI hope all ARMY did it it's\xe2\x80\xa6 https://t.co/ZIe6GbvEzd""",0,None,21,50,0.0,0.0
2021-09-24 16:44:16,"b""RT @armymedunion: Jin : We are all vaccinated &amp; we sympathize w people who fear vaccines bc it's something that didn't exist before. But I\xe2\x80\xa6""",119,None,652,1654,0.0,0.0
2021-09-24 16:43:45,"b""RT @armymedunion: Jin : We are all vaccinated &amp; we sympathize w people who fear vaccines bc it's something that didn't exist before. But I\xe2\x80\xa6""",119,None,268,437,0.0,0.0
2021-09-24 16:42:09,"b""RT @armymedunion: Jin : We are all vaccinated &amp; we sympathize w people who fear vaccines bc it's something that didn't exist before. But I\xe2\x80\xa6""",119,None,867,2336,0.0,0.0
2021-09-24 16:29:35,"b""RT @armymedunion: Jin : We are all vaccinated &amp; we sympathize w people who fear vaccines bc it's something that didn't exist before. But I\xe2\x80\xa6""",119,None,123,180,0.0,0.0
2021-09-20 16:47:57,b'RT @BTSprojectINDIA: All of our admins are fully vaccinated.\n\n#ARMYvaccinatedtoo \xf0\x9f\x92\x9c https://t.co/IO4mDvid4L',816,ARMYvaccinatedtoo,37,78,0.0,0.0
2021-09-20 16:47:56,"b'BTS are my besties, no doubt. but today, i feel a different type of solidarity with and love for the ARMYs who are\xe2\x80\xa6 https://t.co/Y77j8GOxnI'",0,None,0,111,0.6,0.25
2021-09-20 16:47:53,"b'RT @BTSHome389: I can take the vaccination pledge...\n\nI, Adorable Representative MC for Youth, am fully vaccinated. If I am not currently v\xe2\x80\xa6'",179,None,345,693,0.7,0.25
2021-09-20 16:47:51,b'RT @swanease7: Ive been fully vaccinated since May! I still wear my mask &amp; social distance. Me and my family are committed to doing whateve\xe2\x80\xa6',28,None,15,61,0.06666666666666667,0.03333333333333333
2021-09-20 16:47:49,b'RT @JlNSONYEONDAN: I\xe2\x80\x98ve been fully vaccinated since May &amp; I still continue to wear mask when I leave the house. I will do whatever I can no\xe2\x80\xa6',125,None,16067,426,0.0,0.0
2021-09-20 16:47:48,"b""RT @ParkLY23: I'll take the vaccination pledge, wear a mask\n\nI, Adorable Representative MC for Youth, am fully vaccinated. If I am not curr\xe2\x80\xa6""",28,None,717,726,1.0,0.5
2021-09-20 16:47:48,b'get ur vaccinations besties !! #ARMYvaccinatedtoo',0,ARMYvaccinatedtoo,4,32,0.0,0.0
