created,text,retwc,hashtag,followers,friends,subjectivity,polarity
2021-10-09 03:55:19,"b'RT @AndySwan: ICELAND COMPLETELY HALTS USE OF MODERNA VAX IN ALL DEMOGRAPHICS, CITING RISK TO HEART'",538,None,320,579,0.4,0.1
2021-10-09 03:55:15,b'RT @WAveryHudson: Scientists at The University of Ottawa Heart Institute have retracted a widely circulated preprint study that erroneously\xe2\x80\xa6',1,None,179,705,0.4,-0.1
2021-10-09 03:55:14,"b'RT @Covid19Critical: This bombshell article unravels the lie.\n\n\xe2\x80\x9cJust as Moderna was choreographed to go first in the vaccine rollout, Merck\xe2\x80\xa6'",1081,None,1069,2254,0.3333333333333333,0.25
2021-10-09 03:55:10,b'RT @birb_k: Trying to understand safety signaling. Five northern European countries suspend use of a vaccine in all or in part based on com\xe2\x80\xa6',29,None,11,134,0.0,0.0
2021-10-09 03:55:09,b'RT @birb_k: Trying to understand safety signaling. Five northern European countries suspend use of a vaccine in all or in part based on com\xe2\x80\xa6',29,None,229,652,0.0,0.0
2021-10-09 03:55:02,"b'RT @disclosetv: JUST IN - Sweden halts vaccinations against #COVID19 with Moderna\xe2\x80\x99s Spikevax for those born 1991 or later, citing side effe\xe2\x80\xa6'",10595,COVID19,1674,1446,0.0,0.0
2021-10-09 03:55:01,"b'@CNN COVID-19 vaccines profits in 2021\n\nPfizer, Johnson &amp; Johnson, Moderna, AstraZeneca\nhttps://t.co/q24CVpe0xs'",0,None,275,181,0.0,0.0
2021-10-09 03:54:55,b'RT @Laurie_Garrett: Looks like @moderna_tx caved under @WhiteHouse pressure. So there will be doses contributed to COVAX. https://t.co/6rRc\xe2\x80\xa6',60,None,76,161,0.0,0.0
2021-10-09 03:54:45,b'RT @birb_k: Trying to understand safety signaling. Five northern European countries suspend use of a vaccine in all or in part based on com\xe2\x80\xa6',29,None,15,135,0.0,0.0
2021-10-09 03:54:15,b'Latest news from Iceland= have stopped ALL Moderna jabs. https://t.co/sTeuZ7A9N1 https://t.co/VGoS0Ui9yu',0,None,570,741,0.9,0.5
2021-10-09 03:54:11,"b'RT @leilamechoui: Iceland stops use of Moderna FOR EVERYONE \n\n""Not just for teenagers or people under 30. For everyone. The risk of heart p\xe2\x80\xa6'",359,None,1531,864,0.0,0.0
2021-10-09 03:54:06,"b'RT @MichaelRobison: The CDC, Pfizer, Moderna and J&amp;J know that the instability of IVT use of MRNA is accompanied by the bodies clearing of\xe2\x80\xa6'",34,None,1736,2935,0.0,0.0
2021-10-09 03:54:06,"b'Sweden, Denmark pause Moderna COVID-19 vaccine for younger age groups https://t.co/y0b7YdhaPe'",0,None,62,329,0.0,0.0
2021-10-09 03:54:04,"b'RT @HighWireTalk: ""An announcement states that in recent days there has been data from the Nordic countries on the increased incidence of m\xe2\x80\xa6'",227,None,6669,7331,0.25,0.0
2021-10-09 03:54:00,b'RT @EmeraldRobinson: Why did DARPA bail out Moderna in 2013 with a $25 million grant?',2462,None,358,1527,0.0,0.0
2021-10-09 03:53:57,"b'@jacobi_randy @BCGovNews @jjhorgan For Pfizer, this\xe2\x80\xafestimated\xe2\x80\xafdate is\xe2\x80\xaflisted as\xe2\x80\xafJan. 31, 2023\xe2\x80\xaf(\xe2\x80\xa6 https://t.co/jltDvdAbwx'",0,None,62,122,0.0,0.0
2021-10-09 03:53:56,"b'RT @MichaelRobison: The CDC, Pfizer, Moderna and J&amp;J know that the instability of IVT use of MRNA is accompanied by the bodies clearing of\xe2\x80\xa6'",34,None,3925,4009,0.0,0.0
2021-10-09 03:53:54,b'RT @DrEricDing: So I hired a guy (let\xe2\x80\x99s call him Gus) to paint my house\xe2\x80\x94but Gus is unvaccinated. House is empty\xe2\x80\x94so I hired him &amp; chatted wi\xe2\x80\xa6',288,None,1436,4998,0.0,0.0
2021-10-09 03:53:51,"b'RT @AndySwan: ICELAND COMPLETELY HALTS USE OF MODERNA VAX IN ALL DEMOGRAPHICS, CITING RISK TO HEART'",538,None,922,887,0.4,0.1
2021-10-09 03:53:51,b'RT @EmeraldRobinson: Why did DARPA bail out Moderna in 2013 with a $25 million grant?',2462,None,1096,2531,0.0,0.0
2021-10-09 03:53:50,b'RT @FrancisBoulle: BREAKING: Iceland has stopped the use of Moderna due to excessive risk of heart disorders https://t.co/DQyWlcLrwB',184,None,219,171,0.6875,-0.1875
2021-10-09 03:53:48,"b'RT @MichaelRobison: The CDC, Pfizer, Moderna and J&amp;J know that the instability of IVT use of MRNA is accompanied by the bodies clearing of\xe2\x80\xa6'",34,None,1598,1147,0.0,0.0
2021-10-09 03:53:40,"b'RT @freethought202: Iceland suspends use of the Moderna vaccine for ALL recipients, due to increased risk of heart inflammation. Meanwhile\xe2\x80\xa6'",33,None,1022,1011,0.375,-0.125
2021-10-09 03:53:38,b'@americafirstmg #LawsOfWar\n\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 COVID-19 VAXX: A BIOWEAPON = GENOCIDE\n@Surgeon_General @WhiteHouse @CDCgov @NIH\xe2\x80\xa6 https://t.co/eQHQnKQFLJ',0,LawsOfWar,84,526,0.0,0.0
2021-10-09 03:53:35,b'@Yer_Huckleberry @Leftylockdowns1 Can\xe2\x80\x99t wait until a business requires a specific vaccine manufacturer. \xe2\x80\x9cYou don\xe2\x80\x99t\xe2\x80\xa6 https://t.co/ewD3KtSj2K',0,None,10,70,0.125,0.0
2021-10-09 03:53:35,b'Finland joins Sweden and Denmark in limiting Moderna COVID-19 vaccine https://t.co/7yrJko2HBh',0,None,5403,5940,0.0,0.0
2021-10-09 03:53:33,"b'RT @AndySwan: ICELAND COMPLETELY HALTS USE OF MODERNA VAX IN ALL DEMOGRAPHICS, CITING RISK TO HEART'",538,None,2,27,0.4,0.1
2021-10-09 03:53:27,"b'RT @PeterSweden7: UPDATE: Denmark is not stopping the use of Moderna in people under 18 after all.\n\nThey say the previous news was ""miscomm\xe2\x80\xa6'",202,None,206,1924,0.16666666666666666,-0.16666666666666666
2021-10-09 03:53:24,"b'RT @JeanmarcBenoit: VAERS. 13, male. Death 3 days post Moderna vaccine https://t.co/qxcTNua4r4'",31,None,230,832,0.1,0.0
2021-10-09 03:53:23,"b'Finally, 1st shot Moderna.'",0,None,358,346,1.0,0.0
2021-10-09 03:53:17,"b""RT @bhrenton: The CDC's Advisory Committee on Immunization Practices (ACIP) has scheduled 2 upcoming meetings: October 20-21 and November 2\xe2\x80\xa6""",20,None,153,1751,0.0,0.0
2021-10-09 03:53:13,"b""RT @JillColtonFree: Fair question to ask, if Iceland banned the Moderna vax because it's dangerous why doesn't Canada do the same?\nEasy ans\xe2\x80\xa6""",17,None,2319,4742,0.9,0.04999999999999999
2021-10-09 03:53:10,b'RT @EmeraldRobinson: Why did DARPA bail out Moderna in 2013 with a $25 million grant?',2462,None,412,1573,0.0,0.0
2021-10-09 03:53:07,"b'RT @AndySwan: ICELAND COMPLETELY HALTS USE OF MODERNA VAX IN ALL DEMOGRAPHICS, CITING RISK TO HEART'",538,None,204,300,0.4,0.1
2021-10-09 03:53:03,"b'RT @JeanmarcBenoit: Scandinavia and Moderna restriction (Sweden, Iceland, Norway, Finland, Denmark)\n\nIt would be interesting to see the dat\xe2\x80\xa6'",6,None,145,501,0.5,0.5
2021-10-09 03:52:59,"b'RT @JeanmarcBenoit: Scandinavia and Moderna restriction (Sweden, Iceland, Norway, Finland, Denmark)\n\nIt would be interesting to see the dat\xe2\x80\xa6'",6,None,620,1163,0.5,0.5
2021-10-09 03:52:49,b'RT @EmeraldRobinson: Why did DARPA bail out Moderna in 2013 with a $25 million grant?',2462,None,652,545,0.0,0.0
2021-10-09 03:52:45,b'RT @EmeraldRobinson: Why did DARPA bail out Moderna in 2013 with a $25 million grant?',2462,None,6669,7331,0.0,0.0
2021-10-09 03:52:43,"b'RT @AndySwan: ICELAND COMPLETELY HALTS USE OF MODERNA VAX IN ALL DEMOGRAPHICS, CITING RISK TO HEART'",538,None,184,733,0.4,0.1
